Country,Biome,Elevation,Vegetation,MAT,MAP,Soil_microbial_biomass_carbon,Soil_microbial_biomass_nitrogen,Soil_microbial_biomass_phosphorus,Soil_organic_carbon,Total_nitrogen,Total_organic_phosphorus,pH,Lower_depth,Method
Brazil,Cropland,46,oarchard,30,1000,10.1,,,933.33,,,,10,irridiation and incubation
Brazil,Cropland,46,oarchard,30,1000,10.78,,,1091.67,,,,10,irridiation and incubation
Brazil,Cropland,46,oarchard,30,1000,11.88,,,1483.33,,,,10,irridiation and incubation
Brazil,Cropland,576,soybean/wheat,,,18.58,1.67,0.35,1277.5,,,4.5,5,FE
Brazil,Cropland,576,soybean/wheat,,,8.75,1.01,0.18,1113.33,,,4.5,10,FE
Brazil,Cropland,576,soybean/wheat,,,18.33,1.81,0.28,1195.83,,,4.5,20,FE
Brazil,Cropland,576,soybean/wheat,,,30.75,2.4,0.39,1715,,,4.8,5,FE
Brazil,Cropland,576,soybean/wheat,,,12.83,1.69,0.18,1439.17,,,4.5,10,FE
Brazil,Cropland,576,soybean/wheat,,,22.42,1.74,0.27,1360,,,4.6,20,FE
Brazil,Cropland,576,maize/wheat,,,15.08,1.25,0.29,1225,,,4.3,5,FE
Brazil,Cropland,576,maize/wheat,,,16.25,1.42,0.29,1271.67,,,4.4,10,FE
Brazil,Cropland,576,maize/wheat,,,18.75,1.57,0.39,1300.83,,,4.3,20,FE
Brazil,Cropland,576,maize/wheat,,,32.42,1.97,0.39,1862.5,,,4.6,5,FE
Brazil,Cropland,576,maize/wheat,,,15.42,1.38,0.26,1580,,,4.6,10,FE
Brazil,Cropland,576,maize/wheat,,,16.25,1.19,0.24,1432.5,,,4.6,20,FE
Brazil,Cropland,576,cotton/wheat,,,12.08,1.23,0.35,1162.5,,,4.2,5,FE
Brazil,Cropland,576,cotton/wheat,,,8.75,0.6,0.28,1100.83,,,4.2,10,FE
Brazil,Cropland,576,cotton/wheat,,,9.25,0.82,0.26,1151.67,,,4.2,20,FE
Brazil,Cropland,576,cotton/wheat,,,31,2.02,0.59,1716.67,,,4.7,5,FE
Brazil,Cropland,576,cotton/wheat,,,22.33,1.6,0.32,1639.17,,,4.8,10,FE
Brazil,Cropland,576,cotton/wheat,,,16.25,1.11,0.27,1353.33,,,4.8,20,FE
Brazil,Cropland,576,soybean/wheat,22.4,1997,14.75,,,1275,,,,5,FI
Brazil,Cropland,576,soybean/wheat,22.4,1997,28.92,,,1716.67,,,,5,FI
Brazil,Cropland,576,maize/wheat,22.4,1997,15.42,,,1225,,,,5,FI
Brazil,Cropland,576,maize/wheat,22.4,1997,30.58,,,1866.67,,,,5,FI
Brazil,Cropland,576,cotton/wheat,22.4,1997,17.17,,,1158.33,,,,5,FI
Brazil,Cropland,576,cotton/wheat,22.4,1997,27.17,,,1716.67,,,,5,FI
Brazil,Cropland,576,soybean/wheat,22.4,1997,16.17,,,1116.67,,,,10,FI
Brazil,Cropland,576,soybean/wheat,22.4,1997,23.33,,,1441.67,,,,10,FI
Brazil,Cropland,576,maize/wheat,22.4,1997,17.42,,,1275,,,,10,FI
Brazil,Cropland,576,maize/wheat,22.4,1997,26.83,,,1583.33,,,,10,FI
Brazil,Cropland,576,cotton/wheat,22.4,1997,11.67,,,1100,,,,10,FI
Brazil,Cropland,576,cotton/wheat,22.4,1997,19.33,,,1641.67,,,,10,FI
Brazil,Cropland,576,soybean/wheat,22.4,1997,16,,,1200,,,,20,FI
Brazil,Cropland,576,soybean/wheat,22.4,1997,17.83,,,1358.33,,,,20,FI
Brazil,Cropland,576,maize/wheat,22.4,1997,15.17,,,1300,,,,20,FI
Brazil,Cropland,576,maize/wheat,22.4,1997,22.67,,,1433.33,,,,20,FI
Brazil,Cropland,576,cotton/wheat,22.4,1997,13.58,,,1150,,,,20,FI
Brazil,Cropland,576,cotton/wheat,22.4,1997,17,,,1350,,,,20,FI
Brazil,Cropland,,A. pintoi and A. atropurpureutm,,,29.73,6.82,0.49,993.33,,,,2.5,FE
Brazil,Cropland,,A. pintoi and A. atropurpureutm,,,33.26,5.9,0.37,887.5,,,,5,FE
Brazil,Cropland,,A. pintoi and A. atropurpureutm,,,34.11,5.08,0.33,813.33,,,,10,FE
Brazil,Cropland,,A. pintoi and A. atropurpureutm,,,28.86,4.43,0.28,698.33,,,,20,FE
Brazil,Cropland,,A. pintoi,,,28.26,4.84,0.36,860,,,,20,FE
Brazil,Cropland,,M. atropurpureum,,,34.72,6.28,0.37,836.67,,,,20,FE
Brazil,Cropland,,A. pintoi and A. atropurpureutm,,,30.88,5.79,0.38,860.83,,,,20,FE
Brazil,Cropland,,A. pintoi and A. atropurpureutm,,,32.1,5.33,0.35,835,,,,20,FE
Brazil,Cropland,,no lugume species,,,20.33,2.59,0.29,1050,71.43,,,20,FE
Brazil,Cropland,,A. pintoi ,,,27.04,3.16,0.35,1325,78.57,,,20,FE
Brazil,Cropland,,M. atropurpureum,,,16.93,3.99,0.25,1383.33,64.29,,,20,FE
Brazil,Cropland,,P. phaseoloides,,,17.81,3.24,0.25,1083.33,64.29,,,20,FE
Brazil,Cropland,59,cron,,,8.25,0.79,,1220,,,5.8,10,FE
Brazil,Cropland,59,cron,,,9.42,1,,1220,,,5.8,10,FE
Brazil,Cropland,59,cron,,,12,1.71,,1220,,,5.8,10,FE
Brazil,Cropland,59,cron,,,13.58,2.07,,1220,,,5.8,10,FE
Brazil,Cropland,59,cron,,,9.25,1.07,,1220,,,5.8,10,FE
Brazil,Cropland,59,cron,,,5.92,0.57,,1220,,,5.8,20,FE
Brazil,Cropland,59,cron,,,7,0.71,,1220,,,5.8,20,FE
Brazil,Cropland,59,cron,,,7.08,0.93,,1220,,,5.8,20,FE
Brazil,Cropland,59,cron,,,8.5,1.14,,1220,,,5.8,20,FE
Brazil,Cropland,59,cron,,,6.58,0.93,,1220,,,5.8,20,FE
Cameroon,Cropland,,Corn,,,23,0.535714286,0.058064516,1360.946746,,,,10,FE
Cameroon,Cropland,,Sugar cane,,,14.08333333,0.164285714,0.080645161,1600.378788,,,,10,FE
Cameroon,Cropland,,Lettuce,,,26.5,0.364285714,0.451612903,2387.387387,,,,10,FE
Cameroon,Cropland,,Cocoa,,,20.41666667,1.164285714,0.051612903,2195.340502,,,,10,FE
Cameroon,Cropland,,Tomato,,,10.16666667,2.421428571,0.048387097,1783.625731,,,,10,FE
Canada,Cropland,,Malmo,,,29.25,3.86,,5583.33,378.57,,6.1,15,FI
Canada,Cropland,,Duagh,,,32.33,4.86,,4433.33,257.14,,6.1,15,FI
Canada,Cropland,,Hemaruka,,,5.58,1.07,,2733.33,128.57,,5.9,15,FI
Canada,Cropland,,spring cereal,,,12.5,1.33,,,,,,5,FI and FE
Canada,Cropland,,spring cereal,,,23.17,2.46,,,,,,5,FI and FE
Canada,Cropland,,silage corn,,,24.92,2.35,,,,,,5,FI and FE
Canada,Cropland,,silage corn,,,10.04,1.01,,,,,,5,FI and FE
Canada,Cropland,,silage corn,,,19.77,1.56,,,,,,5,FI and FE
Canada,Cropland,,spring cereal,,,15.14,1.57,,,,,,5,FI and FE
Canada,Cropland,,spring cereal,,,25.43,2.64,,,,,,5,FI and FE
Canada,Cropland,,maize,,,10.04,1.01,,1633.33,100,,,5,FE
Canada,Cropland,,maize,,,19.77,1.56,,1791.67,102.14,,,5,FE
Canada,Cropland,,barley/maize,,,17.41,1.52,,1733.33,109.29,,,5,FE
Canada,Cropland,,cereal,,,15.14,1.57,,1475,92.86,,,5,FE
Canada,Cropland,,cereal,,,25.43,2.64,,1725,95,,,5,FE
Canada,Cropland,,cereals,,,12.5,1.33,,1858.33,109.29,,,5,FE
Canada,Cropland,,cereals,,,23.17,2.46,,2116.67,120,,,5,FE
Canada,Cropland,,cereals,,,24.92,2.35,,2125,117.86,,,5,FE
Canada,Cropland,,cereals,,,13.89,1.14,,1566.67,104.29,,,5,FE
Canada,Cropland,,cereals,,,21.27,1.27,,1850,112.86,,,5,FE
Canada,Cropland,,,,,2.47,1.26,,1300,,,5.47,,FI
Canada,Cropland,,,,,2.74,2.65,,800,,,7.45,,FI
Canada,Cropland,,,,,2.91,2,,1100,,,5.98,,FI
Canada,Cropland,,,,,8.46,5.85,,1708.33,,,6.94,,FI
Canada,Cropland,,,,,9.49,8.59,,3725,,,7.79,,FI
Canada,Cropland,,,,,5.74,3.78,,1708.33,,,5.69,,FI
Canada,Cropland,,,,,10.56,7.76,,1833.33,,,7.54,,FI
Canada,Cropland,,,,,5.79,5.48,,1666.67,,,4.88,,FI
Canada,Cropland,,,,,10.18,8.04,,1858.33,,,6.4,,FI
Canada,Cropland,,,,,7.88,5.88,,2150,,,6.86,,FI
Canada,Cropland,,,,,5.79,4.54,,1741.67,,,6.62,,FI
Canada,Cropland,,,,,11.66,10.18,,2250,,,7.54,,FI
Canada,Cropland,,,,,23.78,9.64,,23808.33,,,5.47,,FI
Canada,Cropland,,"corn, soybean, alfalfa, red clover, reed and orchardgrass",,,5.53,3.09,,1425,,,,15,FI
Canada,Cropland,,"corn, soybean, alfalfa, red clover, reed and orchardgrass",,,4.53,3.08,,1383.33,,,,15,FI
Canada,Cropland,,"corn, soybean, alfalfa, red clover, reed and orchardgrass",,,5.16,3.05,,1441.67,,,,15,FI
Canada,Cropland,,"corn, soybean, alfalfa, red clover, reed and orchardgrass",,,5.04,3.85,,1408.33,,,,15,FI
Canada,Cropland,,"corn, soybean, alfalfa, red clover, reed and orchardgrass",,,5.43,4.29,,1391.67,,,,15,FI
Canada,Cropland,,"corn, soybean, alfalfa, red clover, reed and orchardgrass",,,4.71,3.39,,1433.33,,,,15,FI
Canada,Cropland,,"corn, soybean, alfalfa, red clover, reed and orchardgrass",,,3.31,2.68,,1433.33,,,,15,FI
Canada,Cropland,,"corn, soybean, alfalfa, red clover, reed and orchardgrass",,,4.34,2.51,,1433.33,,,,15,FI
Canada,Cropland,,"corn, soybean, alfalfa, red clover, reed and orchardgrass",,,3.84,2.52,,1433.33,,,,15,FI
Canada,Cropland,,"corn, soybean, alfalfa, red clover, reed and orchardgrass",,,4.34,3.01,,1416.67,,,,15,FI
Canada,Cropland,,"corn, soybean, alfalfa, red clover, reed and orchardgrass",,,3.8,2.99,,1408.33,,,,15,FI
Canada,Cropland,,"corn, soybean, alfalfa, red clover, reed and orchardgrass",,,4.43,2.7,,1441.67,,,,15,FI
Canada,Cropland,,grass,,,37.17,,,3583.33,,,,20,FE
Canada,Cropland,,maize,,,37.17,,,1333.33,,,,20,FE
Canada,Cropland,,grass,,,49.08,,,5000,,,,20,FE
Canada,Cropland,,fertilized maize,,,20.67,,,3750,,,,20,FE
Canada,Cropland,,nofertilized maize,,,18.17,,,4083.33,,,,20,FE
Canada,Cropland,,grass,,,20.08,,,2916.67,,,,20,FE
Canada,Cropland,,maize,,,16.17,,,2750,,,,20,FE
Canada,Cropland,,grass,,,19.92,,,2083.33,,,,20,FE
Canada,Cropland,,maize,,,14.17,,,1500,,,,20,FE
Canada,Cropland,,grass,,,24.5,,,1833.33,,,,20,FE
Canada,Cropland,,maize,,,23.17,,,1250,,,,20,FE
Canada,Cropland,,,,,14.58,,0.34,1366.67,,,7.2,15,SIR for microbial C FE for microbial P
Canada,Cropland,,,,,22.67,,0.34,1583.33,,,6.8,15,SIR for microbial C FE for microbial P
Canada,Cropland,,,,,28.42,,0.4,1700,,,7,15,SIR for microbial C FE for microbial P
Canada,Cropland,,,,,27.83,,0.4,1875,,,6.9,15,SIR for microbial C FE for microbial P
Canada,Cropland,,,,,30.67,,0.6,1875,,,6.8,15,SIR for microbial C FE for microbial P
Canada,Cropland,,,,,29.42,,0.37,1916.67,,,6.7,15,SIR for microbial C FE for microbial P
Canada,Cropland,,,,,31.42,,0.26,2116.67,,,6.8,15,SIR for microbial C FE for microbial P
Canada,Cropland,,,,,26.5,,0.23,2208.33,,,6.8,15,SIR for microbial C FE for microbial P
Canada,Cropland,,,,,33.5,,0.34,2483.33,,,6.4,15,SIR for microbial C FE for microbial P
Canada,Cropland,,,,,35.5,,0.29,2775,,,6.5,15,SIR for microbial C FE for microbial P
Canada,Cropland,,Barley,2,445,39.45,,,2883.33,,,5.5,15,FI
Canada,Cropland,,Bromegrass,2,445,69.3,,,3466.67,,,5.6,15,FI
Canada,Cropland,,Legume,2,445,58.71,,,3125,,,5.6,15,FI
Canada,Cropland,,,2,445,38.93,,,2700,,,5.9,15,FI
Canada,Cropland,,,2,445,48.96,,,2758.33,,,5.5,15,FI
Canada,Cropland,,,2.7,473,27.04,,,1091.67,,,5.6,15,FI
Canada,Cropland,,,2.7,473,40.89,,,1691.67,,,6.4,15,FI
Canada,Cropland,,,2.7,473,21.53,,,1341.67,,,6.1,15,FI
Canada,Cropland,,,2.7,473,44.45,,,1316.67,,,5.7,15,FI
Canada,Cropland,,,2.7,473,60.9,,,1758.33,,,5.7,15,FI
Canada,Cropland,,,2.7,473,32.85,,,1458.33,,,5.6,15,FI
Canada,Cropland,,Fallow,2.7,473,18.38,,,1033.33,,,6,15,FI
Canada,Cropland,,Fallow,2.7,473,27.93,,,1541.67,,,6.7,15,FI
Canada,Cropland,,Fallow,2.7,473,22.11,,,1083.33,,,6.9,15,FI
Canada,Cropland,,Fallow,2.7,473,18.59,,,941.67,,,6.2,15,FI
Canada,Cropland,,Fallow,2.7,473,28.26,,,1300,,,6.2,15,FI
Canada,Cropland,,Fallow,2.7,473,26.35,,,1016.67,,,6.7,15,FI
Canada,Cropland,,Fallow-wheat-wheat,5,404,38.84,,,1258.33,,,7.8,15,FI
Canada,Cropland,,Fallow-wheat-wheat,5,404,35.33,,,1325,,,7.8,15,FI
Canada,Cropland,,Fallow-wheat-wheat,5,404,37.1,,,1308.33,,,7.8,15,FI
Canada,Cropland,,wheat,5,404,46.73,,,1358.33,,,7.6,15,FI
Canada,Cropland,,Fallow-wheat-wheat,5,404,33.86,,,1333.33,,,7.7,15,FI
Canada,Cropland,,Fallow-wheat-wheat,5,404,40.28,,,1358.33,,,7.7,15,FI
Canada,Cropland,,Fallow-wheat-wheat,5,404,46.84,,,1508.33,,,7.5,15,FI
Canada,Cropland,,Fallow-wheat-wheat,5,404,35.68,,,1308.33,,,7.5,15,FI
Canada,Cropland,,Fallow-wheat-wheat,5,404,37.53,,,1408.33,,,7.5,15,FI
Canada,Cropland,,Fallow-wheat-wheat,5,404,39.74,,,1350,,,7.5,15,FI
Canada,Cropland,,Fallow-wheat-wheat,5,404,39.97,,,1350,,,7.5,15,FI
Canada,Cropland,,Fallow-wheat-wheat,5,404,39.66,,,1333.33,,,7.5,15,FI
Canada,Cropland,,corn,8.7,776,36.38,,,2225,,,7,,SIR
Canada,Cropland,,corn,5.9,846,37.58,,,1791.67,,,5.8,,SIR
Canada,Cropland,,corn,5.9,846,35.61,,,2075,,,5.8,,SIR
Canada,Cropland,,Grain,5.9,846,14.69,,,1791.67,,,6.1,,SIR
Canada,Cropland,,Grain,5.9,846,37.25,,,3600,,,6.1,,SIR
Canada,Cropland,,maize,,,4.17,,,750,,,,15,FE
Canada,Cropland,,maize,,,8.58,,,775,,,,15,FE
Canada,Cropland,,maize,,,7.67,,,750,,,,15,FE
Canada,Cropland,,maize,,,12.25,,,908.33,,,,15,FE
Canada,Cropland,,maize,,,10.83,,,841.67,,,,15,FE
Canada,Cropland,,maize,,,8.33,,,1008.33,,,,15,FE
Canada,Cropland,,wheat,,,31.86,,,1723.33,,,,7.5,FI
Canada,Cropland,,wheat,,,43.03,,,1819.17,,,,7.5,FI
Canada,Cropland,,wheat,,,26.89,,,1627.5,,,,7.5,FI
Canada,Cropland,,wheat,,,36.02,,,1838.33,,,,7.5,FI
Canada,Cropland,,wheat,,,49.5,,,1828.33,,,,7.5,FI
Canada,Cropland,,wheat,,,37.37,,,1790.83,,,,7.5,FI
Canada,Cropland,,wheat,,,40,,,1216.67,92.86,,5.1,5,FI
Canada,Cropland,,forage,,,60,,,1458.33,114.29,,5.8,5,FI
Canada,Cropland,,wheat,,,26.67,,,966.67,71.43,,5.6,5,FI
Canada,Cropland,,fallow,,,28.33,,,1058.33,78.57,,5.8,5,FI
Canada,Cropland,,Barley,,,22.5,,,1216.67,92.86,,5.1,5,FI
Canada,Cropland,,Forage,,,55.83,,,1458.33,114.29,,5.8,5,FI
Canada,Cropland,,Fallow,,,16.67,,,966.67,71.43,,5.6,5,FI
Canada,Cropland,,Wheat,,,20.83,,,1058.33,78.57,,5.8,5,FI
Canada,Cropland,79,,,,26.82,,,4841.67,,,,,FE
Canada,Cropland,79,,,,19.45,,,5191.67,,,,,FE
Canada,Cropland,79,,,,61.09,,,12841.67,,,,,FE
Canada,Cropland,79,,,,66.41,,,15575,,,,,FE
Canada,Cropland,,Corn,,,11.22,1.24,,1691.67,94.29,,,10,FE
Canada,Cropland,,Corn,,,15.31,1,,1562.5,89.29,,,10,FE
Canada,Cropland,,Corn,,,13.97,1.95,,1458.33,82.86,,,10,FE
Canada,Cropland,,Corn,,,11.77,1.24,,1633.33,92.86,,,20,FE
Canada,Cropland,,Corn,,,12.04,1.11,,1562.5,90.71,,,20,FE
Canada,Cropland,,Corn,,,12,1.68,,1487.5,87.14,,,20,FE
China,Cropland,,,14.1,1200,29.25,2.714285714,0.580645161,1772.727273,92.32264334,7.92148924,7.14,20,FE
China,Cropland,,eroded fallow,,,5.69,,0.12,155.83,32.86,12.9,4.5,20,FE
China,Cropland,,Bamboo land,,,12.45,,0.22,493.33,37.14,15.81,4.9,20,FE
China,Cropland,,Citrus grove,,,11.79,,0.29,575,45.71,40.32,5,20,FE
China,Cropland,,upland,,,13.94,,0.2,464.17,50,36.45,6,20,FE
China,Cropland,,tea garden,,,9.8,,0.23,570,35.71,13.87,4.2,20,FE
China,Cropland,,Vegetable field,,,17.13,,0.34,1025,57.86,41.94,5.6,20,FE
China,Cropland,,paddy field,,,18.74,,1.09,971.67,60,39.68,5,20,FE
China,Cropland,,Eroded-unarable,,,1.88,,0.07,140.83,13.57,9.68,6,20,FE
China,Cropland,,upland-5year,,,7.45,,0.22,425,35,10,4.8,20,FE
China,Cropland,,citrous orchard-6year,,,15.42,,0.65,437.5,39.29,7.74,6,20,FE
China,Cropland,,citrous orchard-9year,,,22.83,,1.02,1258.33,127.86,27.74,5,20,FE
China,Cropland,,citrous orchard-14 year,,,33.08,,1.36,1516.67,137.86,58.19,4.6,20,FE
China,Cropland,,paddy-17year,,,33.5,,0.99,1708.33,141.43,24.19,5.1,20,FE
China,Cropland,,tea-orchard-32year,,,30.83,,0.79,2283.33,153.57,17.74,4.9,20,FE
China,Cropland,,winter wheat and summer maize,,,12.08,,,391.67,30.71,14.84,8.4,15,FE
China,Cropland,,winter wheat and summer maize,,,40.42,,,1050,80.71,20.97,8.1,15,FE
China,Cropland,,winter wheat and summer maize,,,31.25,,,816.67,65.71,22.9,8.1,15,FE
China,Cropland,,winter wheat and summer maize,,,20,,,583.33,45.71,22.9,8,15,FE
China,Cropland,,winter wheat and summer maize,,,20.83,,,550,46.43,23.87,7.9,15,FE
China,Cropland,,winter wheat and summer maize,,,13.75,,,391.67,34.29,14.84,8,15,FE
China,Cropland,,winter wheat and summer maize,,,17.92,,,466.67,38.57,27.42,8.1,15,FE
China,Cropland,,tea,17.3,,15.33,,,1425,111.43,17.97,3.49,10,FE
China,Cropland,,tea,17.3,,8.17,,,1516.67,123.57,17.13,3.25,10,FE
China,Cropland,,tea,17.3,,11.33,,,2633.33,225,42.42,3.03,10,FE
China,Cropland,,tea,17.3,,16.92,,,1550,103.57,6.39,3.7,10,FE
China,Cropland,,tea,17.3,,17.83,,,1283.33,100,20.29,3.57,10,FE
China,Cropland,,tea,17.3,,13.75,,,1375,103.57,27.77,3.39,10,FE
China,Cropland,12.8,rice,,,22,5.31,0.13,1483.33,135.71,34.84,6.08,15,FE
China,Cropland,12.8,rice,,,15.87,3.26,0.11,1483.33,135.71,34.84,6.08,15,FE
China,Cropland,12.8,rice,,,16.09,3.92,0.15,1483.33,135.71,34.84,6.08,15,FE
China,Cropland,7.1,rice,,,7.7,1.41,0.1,1308.33,164.29,36.45,5.65,15,FE
China,Cropland,7.1,rice,,,4.62,1.79,0.05,1308.33,164.29,36.45,5.65,15,FE
China,Cropland,7.1,rice,,,5.77,1.29,0.13,1308.33,164.29,36.45,5.65,15,FE
China,Cropland,4.3,rice,,,45.28,5.14,0.3,1666.67,183.57,48.39,7.65,15,FE
China,Cropland,4.3,rice,,,27.87,3.64,0.24,1666.67,183.57,48.39,7.65,15,FE
China,Cropland,4.3,rice,,,27.25,5.07,0.37,1666.67,183.57,48.39,7.65,15,FE
China,Cropland,72.8,rice,,,16.82,2.26,0.13,1441.67,162.86,50.97,5.1,15,FE
China,Cropland,72.8,rice,,,17.88,2.17,0.15,1441.67,162.86,50.97,5.1,15,FE
China,Cropland,72.8,rice,,,19.84,2.66,0.27,1441.67,162.86,50.97,5.1,15,FE
China,Cropland,357,rice,,,13.76,4.2,0.07,1275,121.43,18.71,5.19,15,FE
China,Cropland,357,rice,,,3.9,1.95,0.03,1275,121.43,18.71,5.19,15,FE
China,Cropland,357,rice,,,10.22,0.83,0.07,1275,121.43,18.71,5.19,15,FE
China,Cropland,250,,18.4,1000,41.06,,,1083.33,57.14,,5.41,20,FE
China,Cropland,280,,18.1,1200,36.14,,,1225,85.71,,6.13,20,FE
China,Cropland,570,,16.2,1100,42.76,,,850,100,,4.86,20,FE
China,Cropland,900,,15.7,950,41.55,,,1366.67,85.71,,5.9,20,FE
China,Cropland,960,,14.6,1400,44.5,,,1000,21.43,,4.58,20,FE
China,Cropland,1000,,15.2,1171,33.1,,,1958.33,,,5.04,20,FE
China,Cropland,1140,,14.3,1122,29.77,,,1691.67,71.43,,7.24,20,FE
China,Cropland,1200,,15.2,1213,15.4,,,3850,200,,6.84,20,FE
China,Cropland,1230,,15.2,1402,17.14,,,2016.67,,,5.82,20,FE
China,Cropland,2110,,11.6,1027,25.38,,,1308.33,,,4.7,20,FE
China,Cropland,2210,,10.4,1028,29.24,,,2150,107.14,,6.59,20,FE
China,Cropland,2240,,10.4,990,27.01,,,3858.33,135.71,,7.29,20,FE
China,Cropland,15-30,Rice-rice-fallow,16.8,1330,72.16666667,5.021428571,1.035483871,1375,142.8571429,14.74193548,5.05,18,FE
China,Cropland,15-30,Rice-oilseed-rape-rice-fallow,16.8,1330,57.91666667,4.171428571,1.074193548,1200,125.7142857,14.70967742,4.92,18,FE
China,Cropland,,,,,2.42,0.6,0.03,89.17,,,4.3,20,FE
China,Cropland,,Citrus orchard,,,7.22,1.25,0.42,620,,,4.56,20,FE
China,Cropland,,Rice paddy,,,9.18,1.81,0.39,799.17,,,5.19,20,FE
China,Cropland,456,winter wheat,10.7,555,12.5,0.71,,698.43,50,,,5,FE
China,Cropland,456,winter wheat,10.7,555,35,1.86,,932.84,92.14,,,5,FE
China,Cropland,456,winter wheat,10.7,555,10,0.71,,731.92,47.14,,,10,FE
China,Cropland,456,winter wheat,10.7,555,15,0.93,,803.67,55,,,10,FE
China,Cropland,456,winter wheat,10.7,555,4.17,0.57,,660.16,47.14,,,20,FE
China,Cropland,456,winter wheat,10.7,555,4.17,0.43,,531,47.86,,,20,FE
China,Cropland,456,winter wheat,10.7,555,3.5,0.43,,440.11,25,,,30,FE
China,Cropland,456,winter wheat,10.7,555,3.17,0.29,,301.38,28.57,,,30,FE
China,Cropland,2400,Wheat-pea-wheat-potato-wheat-pea,6.5,310,9.58,2.5,,1065.83,89.29,,,20,FE
China,Cropland,2400,Alfalfa,6.5,310,18.75,6.29,,1196.67,129.29,,,20,FE
China,Cropland,2400,Millet-wheat-potato,6.5,310,18,4,,1065.83,95,,,20,FE
China,Cropland,2400,Millet-potato-wheat,6.5,310,15.75,3.79,,1107.5,99.29,,,20,FE
China,Cropland,2400,Millet-fallow-pea,6.5,310,18.5,3.79,,1172.5,114.29,,,20,FE
China,Cropland,280,citrus,,1100,4.72,,,845.83,88.57,,4.98,20,FE
China,Cropland,280,Citrus/wheat (soybean)-4 years (citrus area),,1100,4.49,,,950,94.29,,4.41,20,FE
China,Cropland,280,Citrus/wheat (soybean)-4 years (intercrop area),,1100,9.58,,,970.83,87.14,,5.47,20,FE
China,Cropland,280,Citrus/wheat (soybean)-4 years (citrus area),,1100,16.18,,,770,75.71,,6.14,20,FE
China,Cropland,280,wheat(maize) continuous,,1100,8.16,,,583.33,50,,5.7,20,FE
China,Cropland,520,tea bush,,1100,12.33,,,690,68.57,,4.83,20,FE
China,Cropland,,,,,67.92,,,2491.67,221.43,,6.11,10,FE
China,Cropland,,,,,39.17,,,1566.67,135.71,,5.27,10,FE
China,Cropland,,,,,30.58,,,1033.33,100,,6.54,10,FE
China,Cropland,,,,,152.75,,,5833.33,400,,6.65,10,FE
China,Cropland,,bare soil,,,76.72,14.66,3.32,1500,71.43,,7.4,10,FE
China,Cropland,,winter wheat,,,28.42,,,766.67,89.29,20,8,20,FE
China,Cropland,,winter wheat,,,23.33,,,583.33,70,19.68,8.2,20,FE
China,Cropland,,winter wheat,,,17.67,,,433.33,52.14,20.65,8.1,20,FE
China,Cropland,,winter wheat,,,15.58,,,400,49.29,20,8.2,20,FE
China,Cropland,,winter wheat,,,8.25,,,333.33,39.29,24.19,8.3,20,FE
China,Cropland,,winter wheat,,,7.25,,,291.67,44.29,13.23,8.2,20,FE
China,Cropland,,winter wheat,,,9,,,275,33.57,13.23,8.3,20,FE
Colombia,Cropland,150,continuous rice,27,2240,6.02,1.25,0.08,2058.33,119.29,11.42,4.7,10,FE
Czech,Cropland,,Maize and perennial grasses,7.3,605,28.33333333,,,1000,85.71428571,,6,10,FI
Czech,Cropland,,"Maize, wheat, potatoes, and barley",7.3,605,30.83333333,,,1250,92.85714286,,5.8,10,FI
Czech Republic,Cropland,,,,,39,3.5,2.3,3100,200,21,,,FI
Czech Republic,Cropland,,,,,38,3.2,1.1,3000,170,35,,,FI
Denmark,Cropland,,winter wheat/turnip/spring barley/lucerne,,,27.49,,,941.67,65.71,,6.3,10,FI
Denmark,Cropland,,winter wheat/turnip/spring barley/lucerne,,,34.4,,,1183.33,85.71,,5.93,10,FI
Denmark,Cropland,,winter wheat/turnip/spring barley/lucerne,,,28.72,,,1050,74.29,,6.18,10,FI
Denmark,Cropland,50,,7.3,626,13.41,,,,,,,20,FE
Denmark,Cropland,50,,7.3,626,15.38,,,,,,,20,FE
Denmark,Cropland,50,,7.3,626,11.7,,,,,,,20,FE
Denmark,Cropland,50,,7.3,626,15.23,,,,,,,20,FE
Denmark,Cropland,,,7.5,583,,1.57,,1108.33,100.71,,,15,FE
Denmark,Cropland,,,7.5,583,,1.71,,841.67,66.43,,,15,FE
Denmark,Cropland,,,7.5,583,,1.79,,841.67,66.43,,,15,FE
Denmark,Cropland,,,7.5,583,,1,,841.67,66.43,,,15,FE
Denmark,Cropland,,,7.5,583,,1.14,,841.67,66.43,,,15,FE
Denmark,Cropland,,,7.5,583,,1,,841.67,66.43,,,15,FE
Denmark,Cropland,,,7.5,583,,1.5,,841.67,66.43,,,15,FE
Denmark,Cropland,,,7.5,583,,1.71,,841.67,66.43,,,15,FE
Denmark,Cropland,,,7.5,583,,1.14,,841.67,66.43,,,15,FE
Denmark,Cropland,,,7.5,583,,1.93,,1108.33,100.71,,,15,FE
Denmark,Cropland,,,7.5,583,,2,,841.67,66.43,,,15,FE
Denmark,Cropland,,,7.5,583,,2.07,,841.67,66.43,,,15,FE
Denmark,Cropland,,,7.5,583,,1.5,,841.67,66.43,,,15,FE
Denmark,Cropland,,,7.5,583,,2,,841.67,66.43,,,15,FE
Denmark,Cropland,,,7.5,583,,1.93,,841.67,66.43,,,15,FE
Denmark,Cropland,,,7.5,583,,1.5,,841.67,66.43,,,15,FE
